host_time_s,device_time_ms,raw_value,filtered_value,triggered,trial_id,label,phase
0.6453,5937,0,0.0,0,,,
0.6461,5943,0,0.0,0,,,
0.6463,5949,0,0.0,0,,,
0.6464,5955,0,0.0,0,,,
0.6464,5961,0,0.0,0,,,
0.6465,5967,0,0.0,0,,,
0.6465,5973,0,0.0,0,,,
0.6466,5979,0,0.0,0,,,
0.6466,5985,0,0.0,0,,,
0.6467,5991,0,0.0,0,,,
0.6467,5997,0,0.0,0,,,
0.6468,6003,0,0.0,0,,,
0.6469,6009,0,0.0,0,,,
0.647,6015,0,0.0,0,,,
0.6471,6021,0,0.0,0,,,
0.6472,6027,0,0.0,0,,,
0.6473,6033,0,0.0,0,,,
0.6474,6039,0,0.0,0,,,
0.6476,6045,3,0.3,0,,,
0.6486,6051,25,2.77,0,,,
0.6487,6057,30,5.49,0,,,
0.6488,6063,27,7.64,0,,,
0.6489,6069,17,8.58,0,,,
0.6491,6075,143,22.02,0,,,
0.654,6081,263,46.12,0,,,
0.6599,6087,304,71.91,0,,,
0.6659,6093,337,98.42,0,,,
0.6721,6099,405,129.07,0,,,
0.678,6105,478,163.97,0,,,
0.684,6111,432,190.77,0,,,
0.6901,6117,356,207.29,0,,,
0.696,6123,381,224.66,0,,,
0.702,6129,391,241.3,0,,,
0.708,6135,373,254.47,0,,,
0.714,6141,320,261.02,0,,,
0.726,6147,302,265.12,0,,,
0.7262,6153,262,264.81,0,,,
0.7335,6159,245,262.83,0,,,
0.738,6165,320,268.54,0,,,
0.744,6171,446,286.29,0,,,
0.7501,6177,429,300.56,0,,,
0.7765,6183,373,307.8,0,,,
0.7856,6189,368,313.82,0,,,
0.7857,6195,400,322.44,0,,,
0.7858,6201,384,328.6,0,,,
0.7858,6207,352,330.94,0,,,
0.786,6213,323,330.14,0,,,
0.7928,6219,339,331.03,0,,,
0.799,6225,383,336.23,0,,,
0.8061,6231,336,336.2,0,,,
0.8112,6237,294,331.98,0,,,
0.8166,6243,288,327.59,0,,,
0.8221,6249,292,324.03,0,,,
0.828,6255,258,317.42,0,,,
0.8368,6261,221,307.78,0,,,
0.8498,6267,198,296.8,0,,,
0.8505,6273,173,284.42,0,,,
0.8529,6279,175,273.48,0,,,
0.8582,6285,170,263.13,0,,,
0.8649,6291,99,246.72,0,,,
0.87,6297,111,233.15,0,,,
0.8805,6303,78,217.63,0,,,
0.8927,6309,63,202.17,0,,,
0.8932,6315,53,187.25,0,,,
0.8943,6321,46,173.13,0,,,
0.9012,6327,45,160.31,0,,,
0.9063,6333,26,146.88,0,,,
0.912,6339,48,136.99,0,,,
0.9259,6345,48,128.1,0,,,
0.9338,6351,96,124.89,0,,,
0.9344,6357,237,136.1,0,,,
0.9517,6363,384,160.89,0,,,
0.9529,6369,427,187.5,0,,,
0.9538,6375,467,215.45,0,,,
0.9543,6381,428,236.7,0,,,
0.9604,6387,399,252.93,0,,,
0.9663,6393,362,263.84,0,,,
0.9721,6399,451,282.56,0,,,
0.9795,6405,605,314.8,0,,,
0.9849,6411,560,339.32,0,,,
0.9901,6417,491,354.49,0,,,
0.996,6423,433,362.34,0,,,
1.0113,6429,375,363.61,0,,,
1.012,6435,349,362.15,0,,,
1.0142,6441,282,354.13,0,,,
1.0207,6447,330,351.72,0,,,
1.0266,6453,467,363.25,0,,,
1.0322,6459,627,389.62,0,,,
1.038,6465,631,413.76,0,,,
1.044,6471,678,440.18,0,,,
1.0504,6477,720,468.16,0,,,
1.0699,6483,639,485.25,0,,,
1.085,6489,546,491.32,0,,,
1.0855,6495,474,489.59,0,,,
1.0857,6501,415,482.13,0,,,
1.0859,6507,357,469.62,0,,,
1.0866,6513,309,453.56,0,,,
1.0937,6519,267,434.9,0,,,
1.098,6525,230,414.41,0,,,
1.1048,6531,199,392.87,0,,,
1.1186,6537,187,372.28,0,,,
1.1192,6543,187,353.75,0,,,
1.1225,6549,176,335.98,0,,,
1.1311,6555,226,324.98,0,,,
1.1342,6561,337,326.18,0,,,
1.1402,6567,307,324.26,0,,,
1.1463,6573,396,331.44,0,,,
1.152,6579,511,349.39,0,,,
1.1579,6585,628,377.26,0,,,
1.1723,6591,663,405.83,0,,,
1.1733,6597,640,429.25,0,,,
1.1765,6603,589,445.22,0,,,
1.1832,6609,509,451.6,0,,,
1.1883,6615,447,451.14,0,,,
1.1942,6621,386,444.63,0,,,
1.2001,6627,333,433.46,0,,,
1.2322,6633,279,418.02,0,,,
1.2326,6639,256,401.82,0,,,
1.2328,6645,203,381.93,0,,,
1.2349,6651,207,364.44,0,,,
1.2355,6657,208,348.8,0,,,
1.2404,6663,213,335.22,0,,,
1.2435,6669,237,325.39,0,,,
1.2482,6675,201,312.96,0,,,
1.254,6681,173,298.96,0,,,
1.2599,6687,144,283.46,0,,,
1.267,6693,121,267.22,0,,,
1.2817,6699,102,250.7,0,,,
1.2831,6705,93,234.93,0,,,
1.2849,6711,89,220.33,0,,,
1.2913,6717,66,204.9,0,,,
1.296,6723,54,189.81,0,,,
1.302,6729,46,175.43,0,,,
1.3081,6735,39,161.79,0,,,
1.3143,6741,83,153.91,0,,,
1.3247,6747,85,147.02,0,,,
1.3393,6753,81,140.42,0,,,
1.3403,6759,112,137.57,0,,,
1.3411,6765,111,134.92,0,,,
1.3443,6771,109,132.32,0,,,
1.351,6777,97,128.79,0,,,
1.356,6783,89,124.81,0,,,
1.362,6789,80,120.33,0,,,
1.3681,6795,75,115.8,0,,,
1.3739,6801,68,111.02,0,,,
1.382,6807,47,104.62,0,,,
1.3954,6813,58,99.96,0,,,
1.3968,6819,47,94.66,0,,,
1.3983,6825,48,89.99,0,,,
1.4062,6831,48,85.79,0,,,
1.41,6837,51,82.31,0,,,
1.416,6843,43,78.38,0,,,
1.422,6849,44,74.95,0,,,
1.428,6855,35,70.95,0,,,
1.434,6861,39,67.76,0,,,
1.4404,6867,41,65.08,0,,,
1.4545,6873,37,62.27,0,,,
1.4558,6879,34,59.44,0,,,
1.4581,6885,34,56.9,0,,,
1.4639,6891,37,54.91,0,,,
1.4879,6897,29,52.32,0,,,
1.4883,6903,22,49.29,0,,,
1.4885,6909,16,45.96,0,,,
1.4887,6915,21,43.46,0,,,
1.4973,6921,14,40.52,0,,,
1.4999,6927,14,37.86,0,,,
1.5112,6933,13,35.38,0,,,
1.5118,6939,7,32.54,0,,,
1.5246,6945,4,29.69,0,,,
1.5256,6951,7,27.42,0,,,
1.5304,6957,5,25.18,0,,,
1.5362,6963,2,22.86,0,,,
1.542,6969,0,20.57,0,,,
1.5479,6975,0,18.52,0,,,
1.5539,6981,0,16.66,0,,,
1.5599,6987,0,15.0,0,,,
1.5658,6993,0,13.5,0,,,
1.5737,6999,6,12.75,0,,,
1.5876,7005,0,11.47,0,,,
1.5886,7011,0,10.33,0,,,
1.5903,7017,0,9.29,0,,,
1.5964,7023,0,8.36,0,,,
1.6023,7029,0,7.53,0,,,
1.6077,7035,1,6.87,0,,,
1.6136,7041,0,6.19,0,,,
1.6225,7047,0,5.57,0,,,
1.6317,7053,0,5.01,0,,,
1.6328,7059,0,4.51,0,,,
1.64,7065,0,4.06,0,,,
1.6546,7071,0,3.65,0,,,
1.6557,7077,0,3.29,0,,,
1.6562,7083,2,3.16,0,,,
1.6627,7089,0,2.84,0,,,
1.6686,7095,0,2.56,0,,,
1.6737,7101,0,2.3,0,,,
1.6798,7107,0,2.07,0,,,
1.6857,7113,0,1.87,0,,,
1.6917,7119,0,1.68,0,,,
1.6976,7125,0,1.51,0,,,
1.7083,7131,0,1.36,0,,,
1.7224,7137,0,1.22,0,,,
1.7239,7143,0,1.1,0,,,
1.7249,7149,0,0.99,0,,,
1.7278,7155,0,0.89,0,,,
1.7347,7161,0,0.8,0,,,
1.74,7167,16,2.32,0,,,
1.7461,7173,16,3.69,0,,,
1.7517,7179,0,3.32,0,,,
1.7665,7185,0,2.99,0,,,
1.7914,7191,0,2.69,0,,,
1.7925,7197,0,2.42,0,,,
1.7934,7203,0,2.18,0,,,
1.7957,7209,0,1.96,0,,,
1.7959,7215,0,1.77,0,,,
1.7977,7221,0,1.59,0,,,
1.8009,7227,0,1.43,0,,,
1.8069,7233,0,1.29,0,,,
1.8118,7239,0,1.16,0,,,
1.8177,7245,0,1.04,0,,,
1.8237,7251,0,0.94,0,,,
1.8298,7257,0,0.84,0,,,
1.8357,7263,0,0.76,0,,,
1.8416,7269,0,0.68,0,,,
1.8498,7275,0,0.62,0,,,
1.8645,7281,0,0.55,0,,,
1.8684,7287,0,0.5,0,,,
1.8687,7293,0,0.45,0,,,
1.8729,7299,0,0.4,0,,,
1.8784,7305,0,0.36,0,,,
1.8839,7311,22,2.53,0,,,
1.8898,7317,0,2.27,0,,,
1.9046,7323,0,2.05,0,,,
1.9149,7329,0,1.84,0,,,
1.9151,7335,0,1.66,0,,,
1.9152,7341,0,1.49,0,,,
1.9234,7347,0,1.34,0,,,
1.9378,7353,0,1.21,0,,,
1.9387,7359,0,1.09,0,,,
1.9389,7365,14,2.38,0,,,
1.9443,7371,6,2.74,0,,,
1.9506,7377,0,2.47,0,,,
1.9557,7383,2,2.42,0,,,
1.9617,7389,0,2.18,0,,,
1.9676,7395,0,1.96,0,,,
1.9737,7401,0,1.76,0,,,
1.9797,7407,0,1.59,0,,,
1.9856,7413,0,1.43,0,,,
1.9916,7419,0,1.29,0,,,
1.9983,7425,0,1.16,0,,,
2.013,7431,0,1.04,0,,,
2.0141,7437,0,0.94,0,,,
2.0161,7443,0,0.84,0,,,
2.0221,7449,0,0.76,0,,,
2.0279,7455,0,0.68,0,,,
2.0339,7461,0,0.62,0,,,
2.0498,7467,0,0.55,0,,,
2.0588,7473,0,0.5,0,,,
2.0642,7479,0,0.45,0,,,
2.0645,7485,0,0.4,0,,,
2.0647,7491,0,0.36,0,,,
2.07,7497,0,0.33,0,,,
2.0762,7503,0,0.29,0,,,
2.0911,7509,0,0.26,0,,,
2.0921,7515,0,0.24,0,,,
2.0957,7521,0,0.21,0,,,
2.1004,7527,0,0.19,0,,,
2.1063,7533,0,0.17,0,,,
2.1116,7539,0,0.16,0,,,
2.1176,7545,0,0.14,0,,,
2.1238,7551,16,1.73,0,,,
2.1298,7557,0,1.55,0,,,
2.1357,7563,0,1.4,0,,,
2.1416,7569,0,1.26,0,,,
2.1477,7575,0,1.13,0,,,
2.1561,7581,0,1.02,0,,,
2.1704,7587,0,0.92,0,,,
2.1714,7593,0,0.83,0,,,
2.1719,7599,0,0.74,0,,,
2.1779,7605,0,0.67,0,,,
2.1847,7611,0,0.6,0,,,
2.1899,7617,0,0.54,0,,,
2.2007,7623,0,0.49,0,,,
2.2103,7629,0,0.44,0,,,
2.2133,7635,0,0.4,0,,,
2.2137,7641,0,0.36,0,,,
2.2213,7647,0,0.32,0,,,
2.2257,7653,0,0.29,0,,,
2.2316,7659,0,0.26,0,,,
2.2387,7665,0,0.23,0,,,
2.254,7671,0,0.21,0,,,
2.2549,7677,0,0.19,0,,,
2.257,7683,0,0.17,0,,,
2.2617,7689,0,0.15,0,,,
2.268,7695,0,0.14,0,,,
2.2736,7701,0,0.12,0,,,
2.2796,7707,0,0.11,0,,,
2.2856,7713,0,0.1,0,,,
2.2917,7719,16,1.69,0,,,
2.2977,7725,0,1.52,0,,,
2.304,7731,0,1.37,0,,,
2.3096,7737,0,1.23,0,,,
2.3157,7743,0,1.11,0,,,
2.3216,7749,0,1.0,0,,,
2.3498,7755,0,0.9,0,,,
2.3504,7761,0,0.81,0,,,
2.3506,7767,0,0.73,0,,,
2.3526,7773,0,0.65,0,,,
2.3528,7779,0,0.59,0,,,
2.359,7785,0,0.53,0,,,
2.3637,7791,0,0.48,0,,,
2.3696,7797,0,0.43,0,,,
2.3757,7803,0,0.39,0,,,
2.3816,7809,0,0.35,0,,,
2.3879,7815,0,0.31,0,,,
2.3936,7821,0,0.28,0,,,
2.3996,7827,0,0.25,0,,,
2.4082,7833,64,6.63,0,,,
2.4229,7839,106,16.57,0,,,
2.4239,7845,150,29.91,0,,,
2.425,7851,152,42.12,0,,,
2.431,7857,176,55.51,0,,,
2.4366,7863,110,60.96,0,,,
2.4421,7869,169,71.76,0,,,
2.4479,7875,181,82.68,0,,,
2.4539,7881,254,99.82,0,,,
2.4601,7887,258,115.63,0,,,
2.4661,7893,304,134.47,0,,,
2.4772,7899,305,151.52,0,,,
2.4844,7905,299,166.27,0,,,
2.4924,7911,295,179.14,0,,,
2.4928,7917,242,185.43,0,,,
2.5077,7923,208,187.69,0,,,
2.5089,7929,181,187.02,0,,,
2.5101,7935,151,183.42,0,,,
2.5146,7941,136,178.67,0,,,
2.5214,7947,112,172.01,0,,,
2.5262,7953,100,164.81,0,,,
2.5319,7959,79,156.23,0,,,
2.5382,7965,67,147.3,0,,,
2.5443,7971,62,138.77,0,,,
2.55,7977,49,129.8,0,,,
2.5561,7983,48,121.62,0,,,
2.5619,7989,45,113.95,0,,,
2.5679,7995,37,106.26,0,,,
2.574,8001,55,101.13,0,,,
2.5817,8007,46,95.62,0,,,
2.5955,8013,42,90.26,0,,,
2.5965,8019,36,84.83,0,,,
2.5982,8025,30,79.35,0,,,
2.6039,8031,22,73.61,0,,,
2.6098,8037,18,68.05,0,,,
2.6161,8043,23,63.55,0,,,
2.6219,8049,13,58.49,0,,,
2.628,8055,10,53.64,0,,,
2.6339,8061,9,49.18,0,,,
2.6397,8067,9,45.16,0,,,
2.6474,8073,0,40.64,0,,,
2.6686,8079,3,36.88,0,,,
2.6688,8085,14,34.59,0,,,
2.6689,8091,16,32.73,0,,,
2.6843,8097,15,30.96,0,,,
2.6853,8103,11,28.96,0,,,
2.686,8109,16,27.67,0,,,
2.6887,8115,15,26.4,0,,,
2.6953,8121,4,24.16,0,,,
2.6998,8127,6,22.34,0,,,
2.7057,8133,5,20.61,0,,,
2.7118,8139,0,18.55,0,,,
2.7177,8145,0,16.69,0,,,
2.7239,8151,0,15.02,0,,,
2.7298,8157,0,13.52,0,,,
2.7357,8163,0,12.17,0,,,
2.7417,8169,0,10.95,0,,,
2.7477,8175,0,9.86,0,,,
2.7536,8181,0,8.87,0,,,
2.7613,8187,0,7.98,0,,,
2.7735,8193,0,7.19,0,,,
2.7744,8199,0,6.47,0,,,
2.7781,8205,0,5.82,0,,,
2.7841,8211,11,6.34,0,,,
2.7897,8217,0,5.7,0,,,
2.7958,8223,0,5.13,0,,,
2.8016,8229,0,4.62,0,,,
2.8279,8235,0,4.16,0,,,
2.8326,8241,0,3.74,0,,,
2.8329,8247,0,3.37,0,,,
2.833,8253,0,3.03,0,,,
2.8333,8259,0,2.73,0,,,
2.8393,8265,0,2.46,0,,,
2.8488,8271,0,2.21,0,,,
2.8496,8277,0,1.99,0,,,
2.8631,8283,0,1.79,0,,,
2.8642,8289,0,1.61,0,,,
2.8676,8295,0,1.45,0,,,
2.8743,8301,0,1.31,0,,,
2.8798,8307,0,1.17,0,,,
2.8857,8313,0,1.06,0,,,
2.8917,8319,0,0.95,0,,,
2.8978,8325,0,0.86,0,,,
2.9036,8331,0,0.77,0,,,
2.9095,8337,0,0.69,0,,,
2.9157,8343,0,0.62,0,,,
2.9216,8349,0,0.56,0,,,
2.9276,8355,0,0.51,0,,,
2.9336,8361,0,0.46,0,,,
2.9409,8367,0,0.41,0,,,
2.9549,8373,0,0.37,0,,,
2.956,8379,0,0.33,0,,,
2.958,8385,0,0.3,0,,,
2.9642,8391,0,0.27,0,,,
2.9697,8397,0,0.24,0,,,
2.9904,8403,0,0.22,0,,,
2.9941,8409,0,0.2,0,,,
2.9948,8415,0,0.18,0,,,
2.9954,8421,0,0.16,0,,,
3.002,8427,0,0.14,0,,,
3.0057,8433,0,0.13,0,,,
3.0118,8439,0,0.12,0,,,
3.0176,8445,0,0.1,0,,,
3.0237,8451,0,0.09,0,,,
3.0297,8457,0,0.08,0,,,
3.0373,8463,0,0.08,0,,,
3.0509,8469,0,0.07,0,,,
3.0515,8475,0,0.06,0,,,
3.0541,8481,0,0.06,0,,,
3.0609,8487,0,0.05,0,,,
3.0657,8493,0,0.04,0,,,
3.0717,8499,0,0.04,0,,,
3.078,8505,0,0.04,0,,,
3.0835,8511,0,0.03,0,,,
3.0897,8517,0,0.03,0,,,
3.0957,8523,0,0.03,0,,,
3.1016,8529,0,0.02,0,,,
3.1076,8535,0,0.02,0,,,
3.1137,8541,0,0.02,0,,,
3.1197,8547,0,0.02,0,,,
3.1533,8553,0,0.02,0,,,
3.1535,8559,0,0.01,0,,,
3.1538,8565,0,0.01,0,,,
3.1557,8571,0,0.01,0,,,
3.1559,8577,0,0.01,0,,,
3.1564,8583,0,0.01,0,,,
3.1629,8589,0,0.01,0,,,
3.1677,8595,0,0.01,0,,,
3.1736,8601,0,0.01,0,,,
3.1798,8607,0,0.01,0,,,
3.1857,8613,0,0.01,0,,,
3.1917,8619,0,0.0,0,,,
3.1976,8625,0,0.0,0,,,
3.2035,8631,0,0.0,0,,,
3.2097,8637,0,0.0,0,,,
3.2158,8643,0,0.0,0,,,
3.2215,8649,0,0.0,0,,,
3.2297,8655,0,0.0,0,,,
3.2439,8661,0,0.0,0,,,
3.2452,8667,0,0.0,0,,,
3.2478,8673,0,0.0,0,,,
3.2527,8679,0,0.0,0,,,
3.2584,8685,0,0.0,0,,,
3.2637,8691,0,0.0,0,,,
3.2698,8697,0,0.0,0,,,
3.2758,8703,0,0.0,0,,,
3.2817,8709,0,0.0,0,,,
3.2878,8715,0,0.0,0,,,
3.2937,8721,0,0.0,0,,,
3.3134,8727,0,0.0,0,,,
3.318,8733,0,0.0,0,,,
3.32,8739,0,0.0,0,,,
3.3269,8745,0,0.0,0,,,
3.3275,8751,0,0.0,0,,,
3.3418,8757,0,0.0,0,,,
3.3427,8763,0,0.0,0,,,
3.3442,8769,0,0.0,0,,,
3.3488,8775,0,0.0,0,,,
3.3551,8781,0,0.0,0,,,
3.3597,8787,16,1.6,0,,,
3.3656,8793,0,1.44,0,,,
3.3716,8799,0,1.3,0,,,
3.3778,8805,0,1.17,0,,,
3.3837,8811,0,1.05,0,,,
3.3895,8817,0,0.94,0,,,
3.3957,8823,0,0.85,0,,,
3.4016,8829,0,0.77,0,,,
3.4077,8835,0,0.69,0,,,
3.4136,8841,0,0.62,0,,,
3.4197,8847,0,0.56,0,,,
3.4257,8853,0,0.5,0,,,
3.4445,8859,0,0.45,0,,,
3.4454,8865,0,0.41,0,,,
3.446,8871,0,0.37,0,,,
3.4499,8877,0,0.33,0,,,
3.4563,8883,0,0.3,0,,,
3.4619,8889,0,0.27,0,,,
3.4677,8895,0,0.24,0,,,
3.488,8901,0,0.22,0,,,
3.4921,8907,0,0.19,0,,,
3.4923,8913,0,0.18,0,,,
3.4926,8919,0,0.16,0,,,
3.4993,8925,0,0.14,0,,,
3.5038,8931,0,0.13,0,,,
3.5097,8937,0,0.11,0,,,
3.5157,8943,0,0.1,0,,,
3.5219,8949,17,1.79,0,,,
3.5276,8955,0,1.61,0,,,
3.5382,8961,0,1.45,0,,,
3.5586,8967,0,1.31,0,,,
3.5596,8973,0,1.18,0,,,
3.5608,8979,0,1.06,0,,,
3.5628,8985,0,0.95,0,,,
3.5682,8991,0,0.86,0,,,
3.5699,8997,0,0.77,0,,,
3.5756,9003,0,0.69,0,,,
3.5816,9009,0,0.63,0,,,
3.5876,9015,0,0.56,0,,,
3.5938,9021,0,0.51,0,,,
3.5996,9027,0,0.46,0,,,
3.6057,9033,0,0.41,0,,,
3.6116,9039,0,0.37,0,,,
3.6177,9045,0,0.33,0,,,
3.6236,9051,0,0.3,0,,,
3.6295,9057,0,0.27,0,,,
3.6356,9063,0,0.24,0,,,
3.6455,9069,0,0.22,0,,,
3.6737,9075,0,0.2,0,,,
3.6756,9081,0,0.18,0,,,
3.676,9087,0,0.16,0,,,
3.6763,9093,0,0.14,0,,,
3.6765,9099,0,0.13,0,,,
3.6777,9105,0,0.12,0,,,
3.6844,9111,0,0.1,0,,,
3.6896,9117,0,0.09,0,,,
3.6958,9123,15,1.58,0,,,
3.7016,9129,3,1.73,0,,,
3.7076,9135,0,1.55,0,,,
3.7137,9141,0,1.4,0,,,
3.72,9147,0,1.26,0,,,
3.7256,9153,0,1.13,0,,,
3.7316,9159,0,1.02,0,,,
3.7377,9165,0,0.92,0,,,
3.7437,9171,0,0.83,0,,,
3.7496,9177,0,0.74,0,,,
3.7563,9183,0,0.67,0,,,
3.7707,9189,0,0.6,0,,,
3.7716,9195,0,0.54,0,,,
3.7744,9201,0,0.49,0,,,
3.7803,9207,0,0.44,0,,,
3.7859,9213,0,0.39,0,,,
3.7915,9219,0,0.36,0,,,
3.8028,9225,0,0.32,0,,,
3.811,9231,0,0.29,0,,,
3.8197,9237,0,0.26,0,,,
3.82,9243,0,0.23,0,,,
3.8217,9249,0,0.21,0,,,
3.8292,9255,0,0.19,0,,,
3.8337,9261,0,0.17,0,,,
3.8397,9267,0,0.15,0,,,
3.8456,9273,0,0.14,0,,,
3.8517,9279,0,0.12,0,,,
3.8577,9285,0,0.11,0,,,
3.8698,9291,0,0.1,0,,,
3.87,9297,0,0.09,0,,,
3.8862,9303,0,0.08,0,,,
3.8889,9309,0,0.07,0,,,
3.8911,9315,0,0.07,0,,,
3.8951,9321,0,0.06,0,,,
3.9036,9327,0,0.05,0,,,
3.9064,9333,0,0.05,0,,,
3.9118,9339,6,0.64,0,,,
3.9187,9345,16,2.18,0,,,
3.924,9351,16,3.56,0,,,
3.9302,9357,16,4.8,0,,,
3.9375,9363,16,5.92,0,,,
3.9424,9369,6,5.93,0,,,
3.9481,9375,3,5.64,0,,,
3.954,9381,2,5.27,0,,,
3.96,9387,0,4.75,0,,,
3.9658,9393,0,4.27,0,,,
3.9719,9399,0,3.85,0,,,
3.9779,9405,0,3.46,0,,,
3.9839,9411,0,3.11,0,,,
3.9965,9417,0,2.8,0,,,
3.9968,9423,0,2.52,0,,,
4.0146,9429,0,2.27,0,,,
4.0255,9435,0,2.04,0,,,
4.0261,9441,0,1.84,0,,,
4.0279,9447,0,1.66,0,,,
4.0284,9453,0,1.49,0,,,
4.0316,9459,0,1.34,0,,,
4.0376,9465,0,1.21,0,,,
4.0436,9471,0,1.09,0,,,
4.0496,9477,0,0.98,0,,,
4.0556,9483,0,0.88,0,,,
4.0617,9489,0,0.79,0,,,
4.0677,9495,0,0.71,0,,,
4.0735,9501,0,0.64,0,,,
4.0796,9507,0,0.58,0,,,
4.0856,9513,0,0.52,0,,,
4.0916,9519,0,0.47,0,,,
4.0976,9525,0,0.42,0,,,
4.1035,9531,0,0.38,0,,,
4.115,9537,0,0.34,0,,,
4.1156,9543,0,0.31,0,,,
4.1303,9549,0,0.28,0,,,
4.1309,9555,0,0.25,0,,,
4.1345,9561,0,0.22,0,,,
4.1411,9567,0,0.2,0,,,
4.1456,9573,0,0.18,0,,,
4.1703,9579,0,0.16,0,,,
4.1719,9585,0,0.15,0,,,
4.1722,9591,0,0.13,0,,,
4.1728,9597,0,0.12,0,,,
4.1762,9603,0,0.11,0,,,
4.182,9609,0,0.1,0,,,
4.1876,9615,0,0.09,0,,,
4.1936,9621,0,0.08,0,,,
4.1996,9627,0,0.07,0,,,
4.2056,9633,0,0.06,0,,,
4.2116,9639,0,0.06,0,,,
4.2175,9645,0,0.05,0,,,
4.2238,9651,0,0.05,0,,,
4.2362,9657,0,0.04,0,,,
4.2364,9663,0,0.04,0,,,
4.2509,9669,0,0.03,0,,,
4.2519,9675,0,0.03,0,,,
4.2538,9681,0,0.03,0,,,
4.2597,9687,0,0.02,0,,,
4.2664,9693,0,0.02,0,,,
4.2718,9699,0,0.02,0,,,
4.2776,9705,0,0.02,0,,,
4.2836,9711,0,0.02,0,,,
4.298,9717,0,0.01,0,,,
4.3086,9723,0,0.01,0,,,
4.3094,9729,0,0.01,0,,,
4.31,9735,0,0.01,0,,,
4.3136,9741,0,0.01,0,,,
4.3202,9747,0,0.01,0,,,
4.3256,9753,0,0.01,0,,,
4.3316,9759,0,0.01,0,,,
4.3377,9765,0,0.01,0,,,
4.3437,9771,0,0.01,0,,,
4.3496,9777,0,0.01,0,,,
4.3571,9783,0,0.0,0,,,
4.3738,9789,0,0.0,0,1,0,active
4.3751,9795,0,0.0,0,1,0,active
4.3761,9801,0,0.0,0,1,0,active
4.3808,9807,0,0.0,0,1,0,active
4.3859,9813,0,0.0,0,1,0,active
4.3916,9819,0,0.0,0,1,0,active
4.3978,9825,0,0.0,0,1,0,active
4.4036,9831,2,0.2,0,1,0,active
4.4096,9837,0,0.18,0,1,0,active
4.4156,9843,0,0.16,0,1,0,active
4.4216,9849,0,0.15,0,1,0,active
4.4278,9855,0,0.13,0,1,0,active
4.4336,9861,0,0.12,0,1,0,active
4.4395,9867,0,0.11,0,1,0,active
4.4535,9873,0,0.1,0,1,0,active
4.4581,9879,0,0.09,0,1,0,active
4.4655,9885,0,0.08,0,1,0,active
4.4663,9891,0,0.07,0,1,0,active
4.473,9897,0,0.06,0,1,0,active
4.4757,9903,0,0.06,0,1,0,active
4.4841,9909,0,0.05,0,1,0,active
4.5,9915,0,0.05,0,1,0,active
4.501,9921,0,0.04,0,1,0,active
4.5019,9927,0,0.04,0,1,0,active
4.506,9933,0,0.03,0,1,0,active
4.5116,9939,0,0.03,0,1,0,active
4.5177,9945,0,0.03,0,1,0,active
4.5238,9951,0,0.02,0,1,0,active
4.5296,9957,0,0.02,0,1,0,active
4.5356,9963,0,0.02,0,1,0,active
4.5417,9969,0,0.02,0,1,0,active
4.5477,9975,0,0.02,0,1,0,active
4.5535,9981,0,0.01,0,1,0,active
4.5597,9987,0,0.01,0,1,0,active
4.5656,9993,0,0.01,0,1,0,active
4.5717,9999,0,0.01,0,1,0,active
4.5777,10005,0,0.01,0,1,0,active
4.5836,10011,0,0.01,0,1,0,active
4.5947,10017,0,0.01,0,1,0,active
4.596,10023,0,0.01,0,1,0,active
4.6056,10029,0,0.01,0,1,0,active
4.6217,10035,0,0.01,0,1,0,active
4.6231,10041,0,0.01,0,1,0,active
4.624,10047,0,0.0,0,1,0,active
4.6267,10053,0,0.0,0,1,0,active
4.6333,10059,0,0.0,0,1,0,active
4.6377,10065,0,0.0,0,1,0,active
4.6439,10071,0,0.0,0,1,0,active
4.6498,10077,0,0.0,0,1,0,active
4.6557,10083,0,0.0,0,1,0,active
4.6618,10089,0,0.0,0,1,0,active
4.6676,10095,0,0.0,0,1,0,active
4.6738,10101,0,0.0,0,1,0,active
4.6798,10107,0,0.0,0,1,0,active
4.6856,10113,0,0.0,0,1,0,active
4.6918,10119,0,0.0,0,1,0,active
4.6978,10125,0,0.0,0,1,0,active
4.7037,10131,0,0.0,0,1,0,active
4.7098,10137,0,0.0,0,1,0,active
4.7156,10143,0,0.0,0,1,0,active
4.7217,10149,0,0.0,0,1,0,active
4.7515,10155,0,0.0,0,1,0,active
4.7532,10161,0,0.0,0,1,0,active
4.7535,10167,0,0.0,0,1,0,active
4.7552,10173,0,0.0,0,1,0,active
4.7616,10179,0,0.0,0,1,0,active
4.7634,10185,0,0.0,0,1,0,active
4.764,10191,0,0.0,0,1,0,active
4.7697,10197,0,0.0,0,1,0,active
4.7759,10203,0,0.0,0,1,0,active
4.7818,10209,0,0.0,0,1,0,active
4.7877,10215,3,0.3,0,1,0,active
4.7938,10221,0,0.27,0,1,0,active
4.7998,10227,5,0.74,0,1,0,active
4.8057,10233,0,0.67,0,1,0,active
4.8116,10239,0,0.6,0,1,0,active
4.8177,10245,0,0.54,0,1,0,active
4.8236,10251,0,0.49,0,1,0,active
4.8297,10257,0,0.44,0,1,0,active
4.8365,10263,0,0.39,0,1,0,active
4.8418,10269,0,0.36,0,1,0,active
4.8477,10275,0,0.32,0,1,0,active
4.8536,10281,0,0.29,0,1,0,active
