host_time_s,device_time_ms,raw_value,filtered_value,triggered,trial_id,label,phase
61.4773,710262,0,0.0,0,10,0,active
61.4838,710268,0,0.0,0,10,0,active
61.4892,710274,0,0.0,0,10,0,active
61.4952,710280,0,0.0,0,10,0,active
61.5018,710286,0,0.0,0,10,0,active
61.5075,710292,0,0.0,0,10,0,active
61.5132,710298,0,0.0,0,10,0,active
61.5192,710304,0,0.0,0,10,0,active
61.5252,710310,0,0.0,0,10,0,active
61.5312,710316,0,0.0,0,10,0,active
61.5567,710322,0,0.0,0,10,0,active
61.5569,710328,0,0.0,0,10,0,active
61.5573,710334,0,0.0,0,10,0,active
61.5576,710340,0,0.0,0,10,0,active
61.5638,710346,0,0.0,0,10,0,active
61.5672,710352,0,0.0,0,10,0,active
61.5732,710358,0,0.0,0,10,0,active
61.5795,710364,0,0.0,0,10,0,active
61.5852,710370,0,0.0,0,10,0,active
61.5916,710376,0,0.0,0,10,0,active
61.5973,710382,0,0.0,0,10,0,active
61.6033,710388,0,0.0,0,10,0,active
61.6091,710394,0,0.0,0,10,0,active
61.6152,710400,0,0.0,0,10,0,active
61.6212,710406,0,0.0,0,10,0,active
61.6273,710412,0,0.0,0,10,0,active
61.6462,710418,0,0.0,0,10,0,active
61.6512,710424,0,0.0,0,10,0,active
61.6516,710430,0,0.0,0,10,0,active
61.6517,710436,0,0.0,0,10,0,active
61.658,710442,0,0.0,0,10,0,active
61.6632,710448,0,0.0,0,10,0,active
61.6692,710454,0,0.0,0,10,0,active
61.6753,710460,0,0.0,0,10,0,active
61.6813,710466,0,0.0,0,10,0,active
61.6872,710472,0,0.0,0,10,0,active
61.6932,710478,0,0.0,0,10,0,active
61.6992,710484,0,0.0,0,10,0,active
61.7053,710490,0,0.0,0,10,0,active
61.7113,710496,0,0.0,0,10,0,active
61.7236,710502,0,0.0,0,10,0,active
61.7339,710508,0,0.0,0,10,0,active
61.7341,710514,0,0.0,0,10,0,active
61.7353,710520,0,0.0,0,10,0,active
61.7428,710526,0,0.0,0,10,0,active
61.7473,710532,0,0.0,0,10,0,active
61.7538,710538,0,0.0,0,10,0,active
61.7592,710544,0,0.0,0,10,0,active
61.7653,710550,0,0.0,0,10,0,active
61.7712,710556,0,0.0,0,10,0,active
61.7773,710562,0,0.0,0,10,0,active
61.7833,710568,0,0.0,0,10,0,active
61.7891,710574,0,0.0,0,10,0,active
61.7951,710580,0,0.0,0,10,0,active
61.8057,710586,0,0.0,0,10,0,active
61.8125,710592,0,0.0,0,10,0,active
61.8167,710598,0,0.0,0,10,0,active
61.8192,710604,0,0.0,0,10,0,active
61.8255,710610,0,0.0,0,10,0,active
61.8313,710616,0,0.0,0,10,0,active
61.8372,710622,0,0.0,0,10,0,active
61.8432,710628,0,0.0,0,10,0,active
61.8492,710634,0,0.0,0,10,0,active
61.8551,710640,0,0.0,0,10,0,active
61.8612,710646,0,0.0,0,10,0,active
61.8675,710652,0,0.0,0,10,0,active
61.8732,710658,0,0.0,0,10,0,active
61.886,710664,0,0.0,0,10,0,active
61.8912,710670,0,0.0,0,10,0,active
61.8935,710676,0,0.0,0,10,0,active
61.9005,710682,0,0.0,0,10,0,active
61.9032,710688,0,0.0,0,10,0,active
61.9099,710694,0,0.0,0,10,0,active
61.9153,710700,0,0.0,0,10,0,active
61.9211,710706,0,0.0,0,10,0,active
61.9272,710712,0,0.0,0,10,0,active
61.9332,710718,0,0.0,0,10,0,active
61.9392,710724,0,0.0,0,10,0,active
61.9451,710730,0,0.0,0,10,0,active
61.9512,710736,0,0.0,0,10,0,active
61.9571,710742,0,0.0,0,10,0,active
61.9633,710748,0,0.0,0,10,0,active
61.9696,710754,0,0.0,0,10,0,active
61.9752,710760,0,0.0,0,10,0,active
61.9812,710766,0,0.0,0,10,0,active
61.9919,710772,0,0.0,0,10,0,active
62.0042,710778,0,0.0,0,10,0,active
62.0053,710784,0,0.0,0,10,0,active
62.0065,710790,0,0.0,0,10,0,active
62.0204,710796,0,0.0,0,10,0,active
62.023,710802,0,0.0,0,10,0,active
62.025,710808,0,0.0,0,10,0,active
62.0292,710814,0,0.0,0,10,0,active
62.0354,710820,0,0.0,0,10,0,active
62.0412,710826,0,0.0,0,10,0,active
62.0474,710832,0,0.0,0,10,0,active
62.0532,710838,0,0.0,0,10,0,active
62.0591,710844,0,0.0,0,10,0,active
62.0653,710850,0,0.0,0,10,0,active
62.0712,710856,0,0.0,0,10,0,active
62.0774,710862,0,0.0,0,10,0,active
62.0833,710868,0,0.0,0,10,0,active
62.0893,710874,0,0.0,0,10,0,active
62.0951,710880,0,0.0,0,10,0,active
62.1013,710886,0,0.0,0,10,0,active
62.1075,710892,0,0.0,0,10,0,active
62.1134,710898,0,0.0,0,10,0,active
62.1191,710904,0,0.0,0,10,0,active
62.1252,710910,0,0.0,0,10,0,active
62.1312,710916,0,0.0,0,10,0,active
62.1372,710922,0,0.0,0,10,0,active
62.1433,710928,0,0.0,0,10,0,active
62.1492,710934,0,0.0,0,10,0,active
62.1552,710940,0,0.0,0,10,0,active
62.1612,710946,0,0.0,0,10,0,active
62.1672,710952,0,0.0,0,10,0,active
62.1731,710958,0,0.0,0,10,0,active
62.1917,710964,0,0.0,0,10,0,active
62.196,710970,0,0.0,0,10,0,active
62.1968,710976,0,0.0,0,10,0,active
62.1971,710982,0,0.0,0,10,0,active
62.2046,710988,0,0.0,0,10,0,active
62.2092,710994,0,0.0,0,10,0,active
62.2152,711000,0,0.0,0,10,0,active
62.2212,711006,0,0.0,0,10,0,active
62.2274,711012,0,0.0,0,10,0,active
62.2332,711018,0,0.0,0,10,0,active
62.2392,711024,0,0.0,0,10,0,active
62.2453,711030,0,0.0,0,10,0,active
62.2514,711036,0,0.0,0,10,0,active
62.2572,711042,0,0.0,0,10,0,active
62.2631,711048,0,0.0,0,10,0,active
62.2693,711054,0,0.0,0,10,0,active
62.2752,711060,0,0.0,0,10,0,active
62.2813,711066,0,0.0,0,10,0,active
62.2872,711072,0,0.0,0,10,0,active
62.2932,711078,0,0.0,0,10,0,active
62.2991,711084,0,0.0,0,10,0,active
62.3052,711090,0,0.0,0,10,0,active
62.3112,711096,0,0.0,0,10,0,active
62.3172,711102,0,0.0,0,10,0,active
62.3232,711108,0,0.0,0,10,0,active
62.3291,711114,0,0.0,0,10,0,active
62.3354,711120,0,0.0,0,10,0,active
62.3412,711126,0,0.0,0,10,0,active
62.3472,711132,0,0.0,0,10,0,active
62.3532,711138,0,0.0,0,10,0,active
62.3594,711144,0,0.0,0,10,0,active
62.3709,711150,0,0.0,0,10,0,active
62.378,711156,0,0.0,0,10,0,active
62.3806,711162,0,0.0,0,10,0,active
62.3832,711168,0,0.0,0,10,0,active
62.3894,711174,0,0.0,0,10,0,active
62.3952,711180,0,0.0,0,10,0,active
62.4012,711186,0,0.0,0,10,0,active
62.4072,711192,0,0.0,0,10,0,active
62.4133,711198,0,0.0,0,10,0,active
62.4191,711204,0,0.0,0,10,0,active
62.4254,711210,0,0.0,0,10,0,active
62.4383,711216,0,0.0,0,10,0,active
62.4436,711222,0,0.0,0,10,0,active
62.4439,711228,0,0.0,0,10,0,active
62.45,711234,0,0.0,0,10,0,active
62.4552,711240,0,0.0,0,10,0,active
62.4611,711246,0,0.0,0,10,0,active
62.4673,711252,0,0.0,0,10,0,active
62.4733,711258,0,0.0,0,10,0,active
62.4794,711264,0,0.0,0,10,0,active
62.4852,711270,0,0.0,0,10,0,active
62.4912,711276,0,0.0,0,10,0,active
62.4971,711282,0,0.0,0,10,0,active
62.5032,711288,0,0.0,0,10,0,active
62.5095,711294,0,0.0,0,10,0,active
62.5153,711300,0,0.0,0,10,0,active
62.5214,711306,0,0.0,0,10,0,active
62.5274,711312,0,0.0,0,10,0,active
62.5333,711318,0,0.0,0,10,0,active
62.5391,711324,0,0.0,0,10,0,active
62.5453,711330,0,0.0,0,10,0,active
62.5513,711336,0,0.0,0,10,0,active
62.5572,711342,0,0.0,0,10,0,active
62.5633,711348,0,0.0,0,10,0,active
62.5692,711354,0,0.0,0,10,0,active
62.5796,711360,0,0.0,0,10,0,active
62.5915,711366,0,0.0,0,10,0,active
62.5924,711372,0,0.0,0,10,0,active
62.5991,711378,0,0.0,0,10,0,active
62.5994,711384,0,0.0,0,10,0,active
62.6052,711390,0,0.0,0,10,0,active
62.611,711396,0,0.0,0,10,0,active
62.6173,711402,0,0.0,0,10,0,active
62.6234,711408,0,0.0,0,10,0,active
62.6292,711414,0,0.0,0,10,0,active
62.6352,711420,0,0.0,0,10,0,active
62.6411,711426,0,0.0,0,10,0,active
62.6474,711432,0,0.0,0,10,0,active
62.6533,711438,0,0.0,0,10,0,active
62.6612,711444,0,0.0,0,10,0,active
62.6738,711450,0,0.0,0,10,0,active
62.674,711456,0,0.0,0,10,0,active
62.6793,711462,0,0.0,0,10,0,active
62.6831,711468,0,0.0,0,10,0,active
62.6894,711474,0,0.0,0,10,0,active
62.6952,711480,0,0.0,0,10,0,active
62.7013,711486,0,0.0,0,10,0,active
62.7072,711492,0,0.0,0,10,0,active
62.7132,711498,0,0.0,0,10,0,active
62.7192,711504,0,0.0,0,10,0,active
62.7254,711510,0,0.0,0,10,0,active
62.7312,711516,0,0.0,0,10,0,active
62.7509,711522,0,0.0,0,10,0,active
62.7572,711528,0,0.0,0,10,0,active
62.7574,711534,0,0.0,0,10,0,active
62.7576,711540,0,0.0,0,10,0,active
62.7633,711546,0,0.0,0,10,0,active
62.7672,711552,0,0.0,0,10,0,active
62.7734,711558,0,0.0,0,10,0,active
62.7849,711564,0,0.0,0,10,0,active
62.7851,711570,0,0.0,0,10,0,active
62.7911,711576,0,0.0,0,10,0,active
62.7971,711582,0,0.0,0,10,0,active
62.8031,711588,0,0.0,0,10,0,active
62.8092,711594,0,0.0,0,10,0,active
62.8152,711600,0,0.0,0,10,0,active
62.8212,711606,0,0.0,0,10,0,active
62.8272,711612,0,0.0,0,10,0,active
62.8332,711618,0,0.0,0,10,0,active
62.8392,711624,0,0.0,0,10,0,active
62.8452,711630,0,0.0,0,,,
62.8553,711636,0,0.0,0,,,
62.862,711642,0,0.0,0,,,
62.866,711648,0,0.0,0,,,
62.8692,711654,0,0.0,0,,,
62.8752,711660,0,0.0,0,,,
62.8812,711666,0,0.0,0,,,
62.8873,711672,0,0.0,0,,,
62.8938,711678,0,0.0,0,,,
62.8998,711684,0,0.0,0,,,
62.9052,711690,0,0.0,0,,,
62.9112,711696,0,0.0,0,,,
62.9172,711702,0,0.0,0,,,
62.9355,711708,0,0.0,0,,,
62.9393,711714,0,0.0,0,,,
62.9399,711720,0,0.0,0,,,
62.9412,711726,0,0.0,0,,,
62.9479,711732,0,0.0,0,,,
62.9531,711738,0,0.0,0,,,
62.9591,711744,0,0.0,0,,,
62.9654,711750,0,0.0,0,,,
62.9712,711756,0,0.0,0,,,
62.9772,711762,0,0.0,0,,,
62.9833,711768,0,0.0,0,,,
62.9891,711774,0,0.0,0,,,
62.9953,711780,0,0.0,0,,,
63.0012,711786,0,0.0,0,,,
63.0072,711792,0,0.0,0,,,
63.0132,711798,0,0.0,0,,,
63.0191,711804,0,0.0,0,,,
63.0253,711810,0,0.0,0,,,
63.0313,711816,0,0.0,0,,,
63.0371,711822,0,0.0,0,,,
63.0432,711828,0,0.0,0,,,
63.0509,711834,0,0.0,0,,,
63.0586,711840,0,0.0,0,,,
63.0644,711846,0,0.0,0,,,
63.0673,711852,0,0.0,0,,,
63.0732,711858,0,0.0,0,,,
63.0792,711864,0,0.0,0,,,
63.0851,711870,0,0.0,0,,,
63.0911,711876,0,0.0,0,,,
63.0971,711882,0,0.0,0,,,
63.1031,711888,0,0.0,0,,,
63.1092,711894,0,0.0,0,,,
63.1151,711900,0,0.0,0,,,
63.1211,711906,0,0.0,0,,,
63.1273,711912,0,0.0,0,,,
63.1332,711918,0,0.0,0,,,
63.1393,711924,0,0.0,0,,,
63.1505,711930,0,0.0,0,,,
63.1512,711936,0,0.0,0,,,
63.1619,711942,0,0.0,0,,,
63.1742,711948,0,0.0,0,,,
63.1767,711954,0,0.0,0,,,
63.177,711960,0,0.0,0,,,
63.1813,711966,0,0.0,0,,,
63.1873,711972,0,0.0,0,,,
63.1933,711978,0,0.0,0,,,
63.1995,711984,0,0.0,0,,,
63.2054,711990,0,0.0,0,,,
63.2112,711996,0,0.0,0,,,
63.2172,712002,0,0.0,0,,,
63.2232,712008,0,0.0,0,,,
63.2292,712014,0,0.0,0,,,
63.2407,712020,0,0.0,0,,,
63.2465,712026,0,0.0,0,,,
63.2492,712032,0,0.0,0,,,
63.2545,712038,0,0.0,0,,,
63.2601,712044,0,0.0,0,,,
63.2651,712050,0,0.0,0,,,
63.2711,712056,0,0.0,0,,,
63.2771,712062,0,0.0,0,,,
63.2832,712068,0,0.0,0,,,
63.2892,712074,0,0.0,0,,,
63.2951,712080,0,0.0,0,,,
63.3011,712086,0,0.0,0,,,
63.3074,712092,0,0.0,0,,,
63.3132,712098,0,0.0,0,,,
63.324,712104,0,0.0,0,,,
63.3356,712110,0,0.0,0,,,
63.3358,712116,0,0.0,0,,,
63.3372,712122,0,0.0,0,,,
63.3441,712128,0,0.0,0,,,
63.349,712134,0,0.0,0,,,
63.3553,712140,0,0.0,0,,,
63.3612,712146,0,0.0,0,,,
63.3671,712152,0,0.0,0,,,
63.3732,712158,0,0.0,0,,,
63.3792,712164,0,0.0,0,,,
63.3852,712170,0,0.0,0,,,
63.3912,712176,0,0.0,0,,,
63.3972,712182,0,0.0,0,,,
63.4209,712188,0,0.0,0,,,
63.4222,712194,0,0.0,0,,,
63.4224,712200,0,0.0,0,,,
63.4227,712206,0,0.0,0,,,
63.4271,712212,0,0.0,0,,,
63.4331,712218,0,0.0,0,,,
63.4391,712224,0,0.0,0,,,
63.4452,712230,0,0.0,0,,,
63.4512,712236,0,0.0,0,,,
63.4572,712242,0,0.0,0,,,
63.4631,712248,0,0.0,0,,,
63.4692,712254,0,0.0,0,,,
63.4751,712260,0,0.0,0,,,
63.4813,712266,0,0.0,0,,,
63.4872,712272,0,0.0,0,,,
63.4931,712278,0,0.0,0,,,
63.4991,712284,0,0.0,0,,,
63.5059,712290,0,0.0,0,,,
63.5112,712296,0,0.0,0,,,
63.5172,712302,0,0.0,0,,,
63.5232,712308,0,0.0,0,,,
63.5292,712314,0,0.0,0,,,
63.5352,712320,0,0.0,0,,,
63.5411,712326,0,0.0,0,,,
63.5491,712332,0,0.0,0,,,
63.5611,712338,0,0.0,0,,,
63.5616,712344,0,0.0,0,,,
63.5672,712350,0,0.0,0,,,
63.5712,712356,0,0.0,0,,,
63.5771,712362,0,0.0,0,,,
63.5831,712368,0,0.0,0,,,
63.5903,712374,0,0.0,0,,,
63.5951,712380,0,0.0,0,,,
63.6012,712386,0,0.0,0,,,
63.6073,712392,0,0.0,0,,,
63.6131,712398,0,0.0,0,,,
63.6193,712404,0,0.0,0,,,
63.6251,712410,0,0.0,0,,,
63.6312,712416,0,0.0,0,,,
63.6371,712422,0,0.0,0,,,
63.6431,712428,0,0.0,0,,,
63.6492,712434,0,0.0,0,,,
63.6551,712440,0,0.0,0,,,
63.6611,712446,0,0.0,0,,,
63.6675,712452,0,0.0,0,,,
63.6733,712458,0,0.0,0,,,
63.6791,712464,0,0.0,0,,,
63.6853,712470,0,0.0,0,,,
63.6911,712476,0,0.0,0,,,
63.6972,712482,0,0.0,0,,,
63.7031,712488,0,0.0,0,,,
63.7091,712494,0,0.0,0,,,
63.7151,712500,0,0.0,0,,,
63.7259,712506,0,0.0,0,,,
63.731,712512,0,0.0,0,,,
63.736,712518,0,0.0,0,,,
63.7391,712524,0,0.0,0,,,
63.7495,712530,0,0.0,0,,,
63.761,712536,0,0.0,0,,,
63.7625,712542,0,0.0,0,,,
63.7644,712548,0,0.0,0,,,
63.7698,712554,0,0.0,0,,,
63.7751,712560,0,0.0,0,,,
63.7814,712566,0,0.0,0,,,
63.7872,712572,0,0.0,0,,,
63.7933,712578,0,0.0,0,,,
63.7991,712584,0,0.0,0,,,
63.8053,712590,0,0.0,0,,,
63.8112,712596,0,0.0,0,,,
63.8171,712602,0,0.0,0,,,
63.8232,712608,0,0.0,0,,,
63.8291,712614,0,0.0,0,,,
63.8351,712620,0,0.0,0,,,
63.8412,712626,0,0.0,0,,,
63.8472,712632,0,0.0,0,,,
63.8531,712638,0,0.0,0,,,
63.859,712644,0,0.0,0,,,
63.8651,712650,0,0.0,0,,,
63.8717,712656,0,0.0,0,,,
63.8774,712662,0,0.0,0,,,
63.8984,712668,0,0.0,0,,,
63.8995,712674,0,0.0,0,,,
63.8997,712680,0,0.0,0,,,
63.9011,712686,0,0.0,0,,,
63.9078,712692,0,0.0,0,,,
63.9135,712698,0,0.0,0,,,
63.9192,712704,0,0.0,0,,,
63.9253,712710,0,0.0,0,,,
63.9311,712716,0,0.0,0,,,
63.9378,712722,0,0.0,0,,,
63.9431,712728,0,0.0,0,,,
63.9492,712734,0,0.0,0,,,
63.9572,712740,0,0.0,0,,,
63.9635,712746,0,0.0,0,,,
63.9691,712752,0,0.0,0,,,
63.975,712758,0,0.0,0,,,
63.9792,712764,0,0.0,0,,,
63.9851,712770,0,0.0,0,,,
63.9911,712776,0,0.0,0,,,
63.9973,712782,0,0.0,0,,,
64.0047,712788,0,0.0,0,,,
64.0091,712794,0,0.0,0,,,
64.0154,712800,0,0.0,0,,,
64.0211,712806,0,0.0,0,,,
64.0272,712812,0,0.0,0,,,
64.0331,712818,0,0.0,0,,,
64.0391,712824,0,0.0,0,,,
64.0451,712830,0,0.0,0,,,
64.0512,712836,0,0.0,0,,,
64.0572,712842,0,0.0,0,,,
64.0632,712848,0,0.0,0,,,
64.0692,712854,0,0.0,0,,,
64.0752,712860,0,0.0,0,,,
64.0814,712866,0,0.0,0,,,
64.0875,712872,0,0.0,0,,,
64.0933,712878,0,0.0,0,,,
64.0992,712884,0,0.0,0,,,
64.1052,712890,0,0.0,0,,,
64.1112,712896,0,0.0,0,,,
64.1228,712902,0,0.0,0,,,
64.1256,712908,0,0.0,0,,,
64.1305,712914,0,0.0,0,,,
64.1365,712920,0,0.0,0,,,
64.1411,712926,0,0.0,0,,,
64.147,712932,0,0.0,0,,,
64.1531,712938,0,0.0,0,,,
64.1591,712944,0,0.0,0,,,
64.1651,712950,0,0.0,0,,,
64.1715,712956,0,0.0,0,,,
64.1772,712962,0,0.0,0,,,
64.1831,712968,0,0.0,0,,,
64.1891,712974,0,0.0,0,,,
64.1951,712980,0,0.0,0,,,
64.2011,712986,0,0.0,0,,,
64.2072,712992,0,0.0,0,,,
64.2162,712998,0,0.0,0,,,
64.2215,713004,0,0.0,0,,,
64.2263,713010,0,0.0,0,,,
64.2311,713016,0,0.0,0,,,
64.2374,713022,0,0.0,0,,,
64.2431,713028,0,0.0,0,,,
64.2493,713034,0,0.0,0,,,
64.2553,713040,0,0.0,0,,,
64.2611,713046,0,0.0,0,,,
64.2672,713052,0,0.0,0,,,
64.2731,713058,0,0.0,0,,,
64.2793,713064,0,0.0,0,,,
64.2852,713070,0,0.0,0,,,
64.2912,713076,0,0.0,0,,,
64.3041,713082,0,0.0,0,,,
64.3112,713088,0,0.0,0,,,
64.3151,713094,0,0.0,0,,,
64.3153,713100,0,0.0,0,,,
64.3212,713106,0,0.0,0,,,
64.3309,713112,0,0.0,0,,,
64.3436,713118,0,0.0,0,,,
64.3447,713124,0,0.0,0,,,
64.3467,713130,0,0.0,0,,,
64.3519,713136,0,0.0,0,,,
64.357,713142,0,0.0,0,,,
64.3632,713148,0,0.0,0,,,
64.3692,713154,0,0.0,0,,,
64.3752,713160,0,0.0,0,,,
64.3838,713166,0,0.0,0,,,
64.3926,713172,0,0.0,0,,,
64.3965,713178,0,0.0,0,,,
64.3993,713184,0,0.0,0,,,
64.4054,713190,0,0.0,0,,,
64.4111,713196,0,0.0,0,,,
64.4171,713202,0,0.0,0,,,
64.4231,713208,0,0.0,0,,,
64.4291,713214,0,0.0,0,,,
64.4351,713220,0,0.0,0,,,
64.4411,713226,0,0.0,0,,,
64.4576,713232,0,0.0,0,,,
64.4623,713238,0,0.0,0,,,
64.464,713244,0,0.0,0,,,
64.4658,713250,0,0.0,0,,,
64.4718,713256,0,0.0,0,,,
64.4773,713262,0,0.0,0,,,
64.4832,713268,0,0.0,0,,,
64.4891,713274,0,0.0,0,,,
64.4952,713280,0,0.0,0,,,
64.5011,713286,0,0.0,0,,,
64.5074,713292,0,0.0,0,,,
64.5131,713298,0,0.0,0,,,
64.5191,713304,0,0.0,0,,,
64.5251,713310,0,0.0,0,,,
64.5311,713316,0,0.0,0,,,
64.5372,713322,0,0.0,0,,,
64.5431,713328,0,0.0,0,,,
64.5491,713334,0,0.0,0,,,
64.5551,713340,0,0.0,0,,,
64.5611,713346,0,0.0,0,,,
64.5672,713352,0,0.0,0,,,
64.5732,713358,0,0.0,0,,,
64.5929,713364,0,0.0,0,,,
64.5935,713370,0,0.0,0,,,
64.5937,713376,0,0.0,0,,,
64.5996,713382,0,0.0,0,,,
64.6031,713388,0,0.0,0,,,
64.6091,713394,0,0.0,0,,,
64.615,713400,0,0.0,0,,,
64.6213,713406,0,0.0,0,,,
64.6271,713412,0,0.0,0,,,
64.6333,713418,0,0.0,0,,,
64.6393,713424,0,0.0,0,,,
64.6451,713430,0,0.0,0,,,
64.6512,713436,0,0.0,0,,,
64.657,713442,0,0.0,0,,,
64.6631,713448,0,0.0,0,,,
64.6733,713454,0,0.0,0,,,
64.6801,713460,0,0.0,0,,,
64.6827,713466,0,0.0,0,,,
64.6872,713472,0,0.0,0,,,
64.6933,713478,0,0.0,0,,,
64.699,713484,0,0.0,0,,,
64.7055,713490,0,0.0,0,,,
64.7111,713496,0,0.0,0,,,
64.7172,713502,0,0.0,0,,,
64.7232,713508,0,0.0,0,,,
64.7291,713514,0,0.0,0,,,
64.7354,713520,0,0.0,0,,,
64.7413,713526,0,0.0,0,,,
64.7505,713532,0,0.0,0,,,
64.7657,713538,0,0.0,0,,,
64.7661,713544,0,0.0,0,,,
64.7667,713550,0,0.0,0,,,
64.7722,713556,0,0.0,0,,,
64.7771,713562,0,0.0,0,,,
64.7831,713568,0,0.0,0,,,
64.789,713574,0,0.0,0,,,
64.7951,713580,0,0.0,0,,,
64.8011,713586,0,0.0,0,,,
64.8073,713592,0,0.0,0,,,
64.8131,713598,0,0.0,0,,,
64.8192,713604,0,0.0,0,,,
64.8252,713610,0,0.0,0,,,
64.841,713616,0,0.0,0,,,
64.8437,713622,0,0.0,0,,,
64.8439,713628,0,0.0,0,,,
64.8503,713634,0,0.0,0,,,
64.8551,713640,0,0.0,0,,,
64.861,713646,0,0.0,0,,,
64.867,713652,0,0.0,0,,,
64.873,713658,0,0.0,0,,,
64.879,713664,0,0.0,0,,,
64.8851,713670,0,0.0,0,,,
64.8912,713676,0,0.0,0,,,
64.8971,713682,0,0.0,0,,,
64.9032,713688,0,0.0,0,,,
64.9091,713694,0,0.0,0,,,
64.924,713700,0,0.0,0,,,
64.9243,713706,0,0.0,0,,,
64.9388,713712,0,0.0,0,,,
64.9401,713718,0,0.0,0,,,
64.9406,713724,0,0.0,0,,,
64.9459,713730,0,0.0,0,,,
64.951,713736,0,0.0,0,,,
64.9571,713742,0,0.0,0,,,
64.9633,713748,0,0.0,0,,,
64.9691,713754,0,0.0,0,,,
64.9811,713760,0,0.0,0,,,
64.9855,713766,0,0.0,0,,,
64.9914,713772,0,0.0,0,,,
64.993,713778,0,0.0,0,,,
64.9998,713784,0,0.0,0,,,
65.005,713790,0,0.0,0,,,
65.0111,713796,0,0.0,0,,,
65.0173,713802,0,0.0,0,,,
65.0231,713808,0,0.0,0,,,
65.0292,713814,0,0.0,0,,,
65.035,713820,0,0.0,0,,,
65.0413,713826,0,0.0,0,,,
65.0471,713832,0,0.0,0,,,
65.0536,713838,0,0.0,0,,,
65.059,713844,0,0.0,0,,,
65.0652,713850,0,0.0,0,,,
65.0711,713856,0,0.0,0,,,
65.0773,713862,0,0.0,0,,,
65.083,713868,0,0.0,0,,,
65.089,713874,0,0.0,0,,,
65.0951,713880,0,0.0,0,,,
65.1036,713886,0,0.0,0,,,
65.1095,713892,0,0.0,0,,,
65.1177,713898,0,0.0,0,,,
65.119,713904,0,0.0,0,,,
65.1274,713910,1,0.1,0,,,
65.131,713916,0,0.09,0,,,
65.137,713922,0,0.08,0,,,
65.1431,713928,0,0.07,0,,,
65.1492,713934,0,0.07,0,,,
65.155,713940,0,0.06,0,,,
65.1611,713946,0,0.05,0,,,
65.1673,713952,0,0.05,0,,,
65.1732,713958,0,0.04,0,,,
65.1791,713964,0,0.04,0,,,
65.185,713970,0,0.03,0,,,
65.1912,713976,0,0.03,0,,,
65.1973,713982,0,0.03,0,,,
65.2031,713988,0,0.03,0,,,
65.2109,713994,0,0.02,0,,,
65.2203,714000,0,0.02,0,,,
65.2227,714006,0,0.02,0,,,
65.2289,714012,0,0.02,0,,,
65.2333,714018,0,0.02,0,,,
65.2391,714024,0,0.01,0,,,
65.2453,714030,0,0.01,0,,,
65.2511,714036,0,0.01,0,,,
65.2571,714042,0,0.01,0,,,
65.263,714048,0,0.01,0,,,
65.2691,714054,0,0.01,0,,,
65.2752,714060,0,0.01,0,,,
65.281,714066,0,0.01,0,,,
65.287,714072,0,0.01,0,,,
65.2932,714078,0,0.01,0,,,
65.3063,714084,0,0.0,0,,,
65.3083,714090,0,0.0,0,,,
65.3155,714096,0,0.0,0,,,
65.3178,714102,0,0.0,0,,,
65.3243,714108,0,0.0,0,,,
65.3291,714114,0,0.0,0,,,
65.335,714120,0,0.0,0,,,
65.3413,714126,0,0.0,0,,,
65.3471,714132,0,0.0,0,,,
65.3531,714138,0,0.0,0,,,
65.3591,714144,0,0.0,0,,,
65.3654,714150,0,0.0,0,,,
65.3711,714156,0,0.0,0,,,
65.377,714162,0,0.0,0,,,
65.3886,714168,0,0.0,0,,,
65.3931,714174,0,0.0,0,,,
65.3967,714180,0,0.0,0,,,
65.4014,714186,0,0.0,0,,,
65.4086,714192,0,0.0,0,,,
65.4131,714198,0,0.0,0,,,
65.4191,714204,0,0.0,0,,,
65.425,714210,0,0.0,0,,,
65.431,714216,0,0.0,0,,,
65.4371,714222,0,0.0,0,,,
65.4431,714228,0,0.0,0,,,
65.4491,714234,0,0.0,0,,,
65.455,714240,0,0.0,0,,,
65.4612,714246,0,0.0,0,,,
65.4674,714252,0,0.0,0,,,
65.4856,714258,0,0.0,0,,,
65.486,714264,0,0.0,0,,,
65.4861,714270,0,0.0,0,,,
65.4924,714276,0,0.0,0,,,
65.4975,714282,0,0.0,0,,,
65.5031,714288,0,0.0,0,,,
65.5153,714294,0,0.0,0,,,
65.5155,714300,0,0.0,0,,,
65.5284,714306,0,0.0,0,,,
65.5292,714312,0,0.0,0,,,
65.533,714318,0,0.0,0,,,
65.5393,714324,0,0.0,0,,,
65.5451,714330,0,0.0,0,,,
65.551,714336,0,0.0,0,,,
65.5571,714342,0,0.0,0,,,
65.563,714348,0,0.0,0,,,
65.5691,714354,0,0.0,0,,,
65.5751,714360,0,0.0,0,,,
65.5812,714366,0,0.0,0,,,
65.5901,714372,0,0.0,0,,,
65.5994,714378,0,0.0,0,,,
65.6015,714384,0,0.0,0,,,
65.6079,714390,0,0.0,0,,,
65.6111,714396,0,0.0,0,,,
65.617,714402,0,0.0,0,,,
65.623,714408,0,0.0,0,,,
65.6291,714414,0,0.0,0,,,
65.6362,714420,0,0.0,0,,,
65.641,714426,0,0.0,0,,,
65.6471,714432,0,0.0,0,,,
65.6532,714438,0,0.0,0,,,
65.6591,714444,0,0.0,0,,,
65.6654,714450,0,0.0,0,,,
65.6711,714456,0,0.0,0,,,
65.6771,714462,0,0.0,0,,,
